index,count,pval,context
TSS1500,98/712,0.019694781653055687,relativeGene
Body,204/712,0.13189485278519253,relativeGene
5'UTR,32/712,0.5505412247796009,relativeGene
1stExon,34/712,6.538536790145526e-06,relativeGene
TSS200,38/712,0.9998997974338506,relativeGene
3'UTR,11/712,0.9940530074130933,relativeGene
Unclassified,44/712,1.0,regulatoryFeature
Unclassified_Cell_type_specific,63/712,1.0,regulatoryFeature
Promoter_Associated,43/712,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,7/712,0.9999973013876072,regulatoryFeature
NonGene_Associated,5/712,0.6600777276722624,regulatoryFeature
Gene_Associated_Cell_type_specific,2/712,0.9976352228692101,regulatoryFeature
NonGene_Associated_Cell_type_specific,3/712,0.06584355884784956,regulatoryFeature
N_Shore,164/712,0.040917562540819616,relativeIsland
S_Shore,88/712,0.9966751259315396,relativeIsland
S_Shelf,25/712,0.9999905703326178,relativeIsland
Island,125/712,1.0,relativeIsland
N_Shelf,35/712,0.9995771038857997,relativeIsland
True,101/712,0.07411534306727523,DHS
False,611/712,0.9400735426608401,DHS
True,222/712,1.911610255200787e-10,Enhancer
False,490/712,0.9999999998888593,Enhancer
