index,count,pval,context
Body,84/221,0.00016320430285331002,relativeGene
TSS200,7/221,0.9998252228318225,relativeGene
5'UTR,19/221,0.006196557676959114,relativeGene
1stExon,5/221,0.4688250691971381,relativeGene
TSS1500,23/221,0.677630406691965,relativeGene
3'UTR,6/221,0.6330748395018584,relativeGene
Promoter_Associated,8/221,1.0,regulatoryFeature
Unclassified_Cell_type_specific,14/221,0.999999999900899,regulatoryFeature
Unclassified,3/221,0.9999999999999999,regulatoryFeature
Promoter_Associated_Cell_type_specific,1/221,0.999700398337648,regulatoryFeature
S_Shelf,17/221,0.426284592784503,relativeIsland
N_Shelf,13/221,0.9079075919734034,relativeIsland
Island,24/221,1.0,relativeIsland
N_Shore,25/221,0.9998643352525676,relativeIsland
S_Shore,23/221,0.9926113324176921,relativeIsland
True,26/221,0.6291425184620422,DHS
False,195/221,0.45130600537242777,DHS
True,85/221,2.9570744988417716e-09,Enhancer
False,136/221,0.9999999987673817,Enhancer
