index,count,pval,context
Body,634/1719,1.791586899497446e-20,relativeGene
3'UTR,63/1719,0.046444696559003774,relativeGene
5'UTR,149/1719,1.2110450429329175e-13,relativeGene
1stExon,62/1719,1.8187173371580412e-05,relativeGene
TSS1500,240/1719,0.00024307645030504006,relativeGene
TSS200,57/1719,1.0,relativeGene
Promoter_Associated_Cell_type_specific,29/1719,0.9999992910231862,regulatoryFeature
Unclassified,118/1719,1.0,regulatoryFeature
Promoter_Associated,122/1719,1.0,regulatoryFeature
Unclassified_Cell_type_specific,205/1719,1.0,regulatoryFeature
Gene_Associated_Cell_type_specific,21/1719,0.4264139247943584,regulatoryFeature
Gene_Associated,3/1719,0.9997983297001359,regulatoryFeature
NonGene_Associated,3/1719,0.9998713499116092,regulatoryFeature
Island,305/1719,1.0,relativeIsland
N_Shelf,99/1719,0.9998822363610306,relativeIsland
N_Shore,249/1719,0.9999999998511198,relativeIsland
S_Shore,179/1719,0.9999999999808615,relativeIsland
S_Shelf,86/1719,0.9999190415114687,relativeIsland
True,261/1719,0.0002446955373043332,DHS
False,1458/1719,0.9998115617766685,DHS
True,540/1719,8.56521780468403e-24,Enhancer
False,1179/1719,1.0,Enhancer
