index,count,pval,context
Body,63/149,2.9101871478501544e-05,relativeGene
TSS1500,16/149,0.6100431474450371,relativeGene
5'UTR,7/149,0.5183706187882037,relativeGene
1stExon,1/149,0.9533747130475125,relativeGene
TSS200,5/149,0.9979672316365688,relativeGene
3'UTR,9/149,0.03254800943084012,relativeGene
Unclassified_Cell_type_specific,15/149,0.9999341943863038,regulatoryFeature
Promoter_Associated,5/149,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,3/149,0.9072577803350416,regulatoryFeature
Unclassified,1/149,0.9999999999998324,regulatoryFeature
Island,15/149,1.0,relativeIsland
N_Shore,18/149,0.9970208248288164,relativeIsland
S_Shelf,8/149,0.8488622582235772,relativeIsland
S_Shore,19/149,0.8797116468385101,relativeIsland
N_Shelf,6/149,0.9827265615004214,relativeIsland
True,10/149,0.9910725175902115,DHS
False,139/149,0.01911141133829639,DHS
True,49/149,0.0005417743893062573,Enhancer
False,100/149,0.9997189672706117,Enhancer
