index,count,pval,context
Body,80/240,0.013880985479523461,relativeGene
TSS1500,36/240,0.043191841165935684,relativeGene
5'UTR,30/240,6.368955781288889e-07,relativeGene
3'UTR,16/240,0.0021759488849935624,relativeGene
TSS200,7/240,0.9999531304743156,relativeGene
1stExon,1/240,0.9928348028016803,relativeGene
Unclassified_Cell_type_specific,14/240,0.9999999999971508,regulatoryFeature
Unclassified,19/240,0.9999970488515307,regulatoryFeature
Promoter_Associated,6/240,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,3/240,0.9925255609878407,regulatoryFeature
NonGene_Associated,1/240,0.8501537496173706,regulatoryFeature
Gene_Associated_Cell_type_specific,2/240,0.7657254330530157,regulatoryFeature
Gene_Associated,1/240,0.8388747113850245,regulatoryFeature
N_Shore,31/240,0.998963382095411,relativeIsland
N_Shelf,17/240,0.7384192186701064,relativeIsland
S_Shelf,12/240,0.9326559014758377,relativeIsland
S_Shore,20/240,0.9998117430053487,relativeIsland
Island,22/240,1.0,relativeIsland
True,30/240,0.49498626551427827,DHS
False,210/240,0.5823932021502978,DHS
True,98/240,3.5521752723803033e-12,Enhancer
False,142/240,0.9999999999986534,Enhancer
