index,count,pval,context
TSS1500,158/1546,0.8993013596142383,relativeGene
Body,527/1546,9.737988950329175e-11,relativeGene
5'UTR,99/1546,0.0005098041369346341,relativeGene
TSS200,41/1546,1.0,relativeGene
3'UTR,48/1546,0.3684171859120379,relativeGene
1stExon,19/1546,0.9938424234730621,relativeGene
Unclassified_Cell_type_specific,148/1546,1.0,regulatoryFeature
Promoter_Associated,50/1546,1.0,regulatoryFeature
Unclassified,68/1546,1.0,regulatoryFeature
Gene_Associated_Cell_type_specific,5/1546,0.9999149205766612,regulatoryFeature
Promoter_Associated_Cell_type_specific,13/1546,0.9999999999993112,regulatoryFeature
Gene_Associated,2/1546,0.9999036681334768,regulatoryFeature
NonGene_Associated_Cell_type_specific,1/1546,0.8660202879722615,regulatoryFeature
N_Shore,192/1546,1.0,relativeIsland
Island,152/1546,1.0,relativeIsland
S_Shore,150/1546,0.9999999999995309,relativeIsland
N_Shelf,95/1546,0.9979938956232031,relativeIsland
S_Shelf,77/1546,0.9998517989432838,relativeIsland
True,160/1546,0.9928033918633614,DHS
False,1386/1546,0.008994666975743085,DHS
True,647/1546,6.593424579113632e-76,Enhancer
False,899/1546,1.0,Enhancer
