index,count,pval,context
3'UTR,41/969,0.014367026788219836,relativeGene
5'UTR,115/969,2.3744516686544334e-20,relativeGene
Body,296/969,0.004362920670816726,relativeGene
TSS1500,137/969,0.0028516036858068387,relativeGene
1stExon,35/969,0.0010379797673749783,relativeGene
TSS200,63/969,0.9980122568172578,relativeGene
Unclassified_Cell_type_specific,66/969,1.0,regulatoryFeature
Promoter_Associated,78/969,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,12/969,0.9999983664588279,regulatoryFeature
Unclassified,41/969,1.0,regulatoryFeature
Gene_Associated_Cell_type_specific,3/969,0.9990281548732813,regulatoryFeature
NonGene_Associated,6/969,0.774156020563654,regulatoryFeature
Gene_Associated,1/969,0.9993805452581833,regulatoryFeature
N_Shelf,48/969,0.9999349122484368,relativeIsland
S_Shelf,60/969,0.9028081682006641,relativeIsland
N_Shore,135/969,0.9999999055013122,relativeIsland
Island,147/969,1.0,relativeIsland
S_Shore,101/969,0.9999996563243226,relativeIsland
True,100/969,0.9761575917815501,DHS
False,869/969,0.030241553781795022,DHS
True,321/969,2.1968695513358326e-18,Enhancer
False,648/969,1.0,Enhancer
