index,count,pval,context
Body,408/1438,0.08398247798221037,relativeGene
TSS1500,195/1438,0.0031778223647095805,relativeGene
3'UTR,46/1438,0.29875826534228195,relativeGene
5'UTR,105/1438,2.0660127761837727e-06,relativeGene
TSS200,80/1438,0.9999995181101923,relativeGene
1stExon,55/1438,1.0758209437830615e-05,relativeGene
Unclassified_Cell_type_specific,206/1438,0.999999999999296,regulatoryFeature
Promoter_Associated,82/1438,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,11/1438,0.9999999999993068,regulatoryFeature
NonGene_Associated,3/1438,0.9991315079941653,regulatoryFeature
Unclassified,84/1438,1.0,regulatoryFeature
Gene_Associated,3/1438,0.9987490040099614,regulatoryFeature
Gene_Associated_Cell_type_specific,2/1438,0.9999990594620164,regulatoryFeature
S_Shore,125/1438,0.9999999999999999,relativeIsland
N_Shore,208/1438,0.9999999963868591,relativeIsland
S_Shelf,57/1438,0.999999912549202,relativeIsland
Island,352/1438,1.0,relativeIsland
N_Shelf,54/1438,0.9999999999866991,relativeIsland
True,212/1438,0.0034536428294396266,DHS
False,1226/1438,0.9972621150385474,DHS
True,513/1438,2.8753042224623674e-37,Enhancer
False,925/1438,1.0,Enhancer
