index,count,pval,context
TSS200,15/216,0.8816143172420469,relativeGene
5'UTR,14/216,0.11725927510033778,relativeGene
Body,88/216,5.525326333323712e-06,relativeGene
TSS1500,11/216,0.9994387972633324,relativeGene
3'UTR,4/216,0.8807946554809345,relativeGene
1stExon,1/216,0.9882572630222943,relativeGene
Unclassified_Cell_type_specific,22/216,0.9999968509586669,regulatoryFeature
Promoter_Associated,12/216,1.0,regulatoryFeature
Unclassified,16/216,0.9999973545856913,regulatoryFeature
Promoter_Associated_Cell_type_specific,1/216,0.9996399921054979,regulatoryFeature
N_Shelf,13/216,0.8913377437708101,relativeIsland
Island,54/216,0.9999999999996362,relativeIsland
N_Shore,26/216,0.9995075149533286,relativeIsland
S_Shore,26/216,0.9542454276177618,relativeIsland
S_Shelf,11/216,0.9147199530686354,relativeIsland
True,38/216,0.015106761214117395,DHS
False,178/216,0.9907209115970531,DHS
True,57/216,0.03630843086978598,Enhancer
False,159/216,0.9746101729799332,Enhancer
