index,count,pval,context
TSS1500,113/890,0.0886979925051135,relativeGene
3'UTR,27/890,0.4594525447755516,relativeGene
TSS200,59/890,0.9955651845391729,relativeGene
Body,272/890,0.005861931315238643,relativeGene
5'UTR,50/890,0.07555828422198901,relativeGene
1stExon,48/890,2.3919891635875862e-09,relativeGene
Promoter_Associated,42/890,1.0,regulatoryFeature
Unclassified,73/890,1.0,regulatoryFeature
Unclassified_Cell_type_specific,88/890,1.0,regulatoryFeature
NonGene_Associated_Cell_type_specific,4/890,0.029200524964545914,regulatoryFeature
NonGene_Associated,9/890,0.27086750349039973,regulatoryFeature
Gene_Associated,2/890,0.9911320753672415,regulatoryFeature
Promoter_Associated_Cell_type_specific,15/890,0.9997729885835417,regulatoryFeature
Gene_Associated_Cell_type_specific,3/890,0.9979084257713376,regulatoryFeature
N_Shore,163/890,0.9381316754144495,relativeIsland
N_Shelf,46/890,0.9996610142883695,relativeIsland
S_Shelf,35/890,0.9999849152929171,relativeIsland
Island,221/890,1.0,relativeIsland
S_Shore,92/890,0.9999993508417283,relativeIsland
True,155/890,6.37330382080724e-06,DHS
False,735/890,0.9999958430978918,DHS
True,273/890,1.277264932165692e-11,Enhancer
False,617/890,0.999999999992382,Enhancer
