index,count,pval,context
Body,388/1230,9.516834474244056e-05,relativeGene
TSS1500,145/1230,0.27018062184008,relativeGene
TSS200,71/1230,0.9999888550289188,relativeGene
5'UTR,69/1230,0.04528459192684146,relativeGene
1stExon,39/1230,0.005310681773011503,relativeGene
3'UTR,41/1230,0.22625839614116836,relativeGene
Unclassified_Cell_type_specific,148/1230,1.0,regulatoryFeature
Promoter_Associated,45/1230,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,9/1230,0.9999999999868523,regulatoryFeature
Unclassified,70/1230,1.0,regulatoryFeature
NonGene_Associated,3/1230,0.9965783465070011,regulatoryFeature
N_Shore,193/1230,0.9999865115590075,relativeIsland
S_Shelf,49/1230,0.9999992255991884,relativeIsland
N_Shelf,62/1230,0.9999847755942309,relativeIsland
S_Shore,132/1230,0.9999999259610628,relativeIsland
Island,215/1230,1.0,relativeIsland
True,169/1230,0.07154867282539404,DHS
False,1061/1230,0.9392544847968911,DHS
True,457/1230,3.314653427403827e-38,Enhancer
False,773/1230,1.0,Enhancer
