index,count,pval,context
Body,34/131,0.6119904048587501,relativeGene
TSS1500,28/131,0.000578370268867609,relativeGene
3'UTR,6/131,0.18896324489634866,relativeGene
5'UTR,7/131,0.3858986686989626,relativeGene
TSS200,12/131,0.5160837081473043,relativeGene
Unclassified_Cell_type_specific,12/131,0.9999539414168672,regulatoryFeature
Unclassified,6/131,0.999998952766636,regulatoryFeature
Promoter_Associated,8/131,1.0,regulatoryFeature
S_Shelf,12/131,0.2352752583232016,relativeIsland
N_Shore,15/131,0.9974324658555885,relativeIsland
S_Shore,17/131,0.8501263483530425,relativeIsland
Island,26/131,0.9999999999977359,relativeIsland
N_Shelf,5/131,0.9826672633445143,relativeIsland
True,21/131,0.12469944892853037,DHS
False,110/131,0.9189605412786795,DHS
True,32/131,0.2011060213653503,Enhancer
False,99/131,0.8518179806955952,Enhancer
