index,count,pval,context
TSS1500,5/37,0.4011382568350773,relativeGene
1stExon,4/37,0.006638945506340186,relativeGene
5'UTR,3/37,0.2358181038614611,relativeGene
Body,18/37,0.003560458462925494,relativeGene
3'UTR,1/37,0.668192041673594,relativeGene
Unclassified_Cell_type_specific,7/37,0.7153510361242883,regulatoryFeature
Promoter_Associated,5/37,0.9999999558544118,regulatoryFeature
Unclassified,1/37,0.9993260099054458,regulatoryFeature
Gene_Associated_Cell_type_specific,1/37,0.3491909231714555,regulatoryFeature
N_Shore,9/37,0.3317206683556405,relativeIsland
S_Shelf,4/37,0.27555989904754025,relativeIsland
Island,9/37,0.9993064597669492,relativeIsland
N_Shelf,2/37,0.8087879268846737,relativeIsland
S_Shore,4/37,0.8608267329916,relativeIsland
True,9/37,0.03243458775408118,DHS
False,28/37,0.9880324640355932,DHS
True,7/37,0.689412150876324,Enhancer
False,30/37,0.46736420088353703,Enhancer
