index,count,pval,context
TSS1500,133/1128,0.2790516261931108,relativeGene
Body,347/1128,0.0013762926275250212,relativeGene
TSS200,71/1128,0.9996259775272859,relativeGene
5'UTR,93/1128,4.3538014275356515e-08,relativeGene
1stExon,22/1128,0.609801246912608,relativeGene
3'UTR,30/1128,0.7342017118186497,relativeGene
Unclassified_Cell_type_specific,122/1128,1.0,regulatoryFeature
Promoter_Associated,89/1128,1.0,regulatoryFeature
Unclassified,64/1128,1.0,regulatoryFeature
NonGene_Associated,3/1128,0.9934089325669321,regulatoryFeature
Promoter_Associated_Cell_type_specific,21/1128,0.9997920668256738,regulatoryFeature
Gene_Associated_Cell_type_specific,4/1128,0.9990369790925606,regulatoryFeature
Gene_Associated,4/1128,0.971539779505694,regulatoryFeature
NonGene_Associated_Cell_type_specific,1/1128,0.7688713311102747,regulatoryFeature
N_Shore,168/1128,0.9999989252285612,relativeIsland
Island,209/1128,1.0,relativeIsland
S_Shelf,57/1128,0.9986318182822729,relativeIsland
S_Shore,139/1128,0.9997033485308752,relativeIsland
N_Shelf,52/1128,0.999998079833216,relativeIsland
True,154/1128,0.094647187261324,DHS
False,974/1128,0.9193531458276974,DHS
True,365/1128,7.824758356252432e-19,Enhancer
False,763/1128,1.0,Enhancer
