index,count,pval,context
Body,283/909,0.0017144098429072636,relativeGene
TSS200,59/909,0.9974835364371011,relativeGene
TSS1500,124/909,0.012952054737014057,relativeGene
1stExon,39/909,1.6891601679581485e-05,relativeGene
5'UTR,52/909,0.05581395429772507,relativeGene
3'UTR,27/909,0.5035118647952288,relativeGene
Unclassified,64/909,1.0,regulatoryFeature
Unclassified_Cell_type_specific,80/909,1.0,regulatoryFeature
Promoter_Associated,55/909,1.0,regulatoryFeature
NonGene_Associated_Cell_type_specific,4/909,0.03119446070634235,regulatoryFeature
NonGene_Associated,7/909,0.5743560714585776,regulatoryFeature
Promoter_Associated_Cell_type_specific,6/909,0.9999999986603231,regulatoryFeature
Gene_Associated_Cell_type_specific,4/909,0.9931361746753741,regulatoryFeature
Gene_Associated,3/909,0.9684068886111364,regulatoryFeature
N_Shelf,45/909,0.9998974450219278,relativeIsland
S_Shelf,31/909,0.9999996586386901,relativeIsland
Island,158/909,1.0,relativeIsland
S_Shore,88/909,0.9999999816824431,relativeIsland
N_Shore,191/909,0.31294293310605376,relativeIsland
True,131/909,0.03265682010258302,DHS
False,778/909,0.9737908149687627,DHS
True,319/909,1.524814332190659e-22,Enhancer
False,590/909,1.0,Enhancer
