index,count,pval,context
Body,103/250,5.045740485868133e-07,relativeGene
3'UTR,11/250,0.12139097197732546,relativeGene
5'UTR,18/250,0.0378662460462308,relativeGene
TSS1500,25/250,0.75529861818472,relativeGene
TSS200,8/250,0.9999160571149469,relativeGene
Unclassified_Cell_type_specific,17/250,0.9999999999629079,regulatoryFeature
Unclassified,10/250,0.9999999999955348,regulatoryFeature
Promoter_Associated,13/250,1.0,regulatoryFeature
Gene_Associated,2/250,0.565439217652043,regulatoryFeature
Gene_Associated_Cell_type_specific,1/250,0.9452030046423678,regulatoryFeature
S_Shore,23/250,0.9992691169379999,relativeIsland
S_Shelf,16/250,0.7234944360904547,relativeIsland
N_Shore,37/250,0.9898576259299525,relativeIsland
Island,20/250,1.0,relativeIsland
N_Shelf,18/250,0.7180754703557224,relativeIsland
True,18/250,0.9968331462252442,DHS
False,232/250,0.006110854019134547,DHS
True,97/250,1.37890739901096e-10,Enhancer
False,153/250,0.999999999943163,Enhancer
