index,count,pval,context
3'UTR,11/342,0.4228087196815263,relativeGene
1stExon,7/342,0.5463442723719923,relativeGene
Body,149/342,1.4772937089217077e-11,relativeGene
TSS1500,28/342,0.9725377801588134,relativeGene
5'UTR,9/342,0.974430414305445,relativeGene
TSS200,18/342,0.9962646219389478,relativeGene
Unclassified_Cell_type_specific,44/342,0.9999882373083949,regulatoryFeature
Unclassified,8/342,1.0,regulatoryFeature
Promoter_Associated,13/342,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,6/342,0.9848145129854012,regulatoryFeature
Gene_Associated_Cell_type_specific,1/342,0.9812003767494671,regulatoryFeature
N_Shore,40/342,0.9999911143831708,relativeIsland
S_Shelf,16/342,0.977867718985001,relativeIsland
Island,81/342,1.0,relativeIsland
S_Shore,37/342,0.9971489064853294,relativeIsland
N_Shelf,12/342,0.999793452980601,relativeIsland
True,42/342,0.5328671898369901,DHS
False,300/342,0.5327352797374092,DHS
True,39/342,0.9999990959141933,Enhancer
False,303/342,1.9303708313993387e-06,Enhancer
