index,count,pval,context
Body,20/43,0.004197586283933406,relativeGene
5'UTR,1/43,0.864646112323707,relativeGene
TSS1500,4/43,0.7247687681549366,relativeGene
TSS200,5/43,0.3430558083565279,relativeGene
1stExon,1/43,0.5871113691790993,relativeGene
Promoter_Associated,7/43,0.9999999449655627,regulatoryFeature
Unclassified_Cell_type_specific,5/43,0.9699708806429116,regulatoryFeature
Unclassified,2/43,0.9978588362184836,regulatoryFeature
Island,16/43,0.9504274625864885,relativeIsland
S_Shore,5/43,0.8350132172634276,relativeIsland
N_Shore,12/43,0.14761394411496764,relativeIsland
N_Shelf,1/43,0.9726427988802853,relativeIsland
S_Shelf,2/43,0.8259322572617251,relativeIsland
True,7/43,0.27475070770377485,DHS
False,36/43,0.8473505128233761,DHS
True,8/43,0.7123456102805171,Enhancer
False,35/43,0.430151585774094,Enhancer
