index,count,pval,context
Body,912/2291,1.9294122060400392e-42,relativeGene
TSS200,81/2291,1.0,relativeGene
3'UTR,100/2291,8.603871541617405e-05,relativeGene
1stExon,58/2291,0.05729640861782292,relativeGene
5'UTR,183/2291,3.525065361096349e-13,relativeGene
TSS1500,340/2291,6.342548085023793e-08,relativeGene
Unclassified,139/2291,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,31/2291,0.9999999999887795,regulatoryFeature
Unclassified_Cell_type_specific,254/2291,1.0,regulatoryFeature
Promoter_Associated,168/2291,1.0,regulatoryFeature
Gene_Associated,11/2291,0.9598622574799647,regulatoryFeature
NonGene_Associated,4/2291,0.9999851369099837,regulatoryFeature
Gene_Associated_Cell_type_specific,25/2291,0.6387024780186105,regulatoryFeature
NonGene_Associated_Cell_type_specific,3/2291,0.5701412791236283,regulatoryFeature
S_Shelf,152/2291,0.8653682810731472,relativeIsland
N_Shelf,158/2291,0.981022546885645,relativeIsland
Island,385/2291,1.0,relativeIsland
N_Shore,342/2291,0.9999999999894129,relativeIsland
S_Shore,278/2291,0.9999998659988821,relativeIsland
True,267/2291,0.8413991288154585,DHS
False,2024/2291,0.17476686166919939,DHS
True,580/2291,6.255077896754773e-07,Enhancer
False,1711/2291,0.9999995122952504,Enhancer
