index,count,pval,context
Body,12/36,0.2352665706655261,relativeGene
5'UTR,2/36,0.4912985376785209,relativeGene
TSS1500,7/36,0.10158823390458215,relativeGene
TSS200,6/36,0.09953389989626359,relativeGene
3'UTR,3/36,0.08839918246159292,relativeGene
Unclassified_Cell_type_specific,5/36,0.91406288759176,regulatoryFeature
Promoter_Associated_Cell_type_specific,6/36,0.0016744027548433445,regulatoryFeature
Unclassified,3/36,0.9681004122748675,regulatoryFeature
Promoter_Associated,2/36,0.9999999999703414,regulatoryFeature
Island,17/36,0.627156311648808,relativeIsland
N_Shelf,1/36,0.950850704740586,relativeIsland
S_Shore,10/36,0.04970622118217062,relativeIsland
N_Shore,4/36,0.9523145899263303,relativeIsland
True,9/36,0.027456115699217333,DHS
False,27/36,0.9902080958773626,DHS
True,2/36,0.9978920656456952,Enhancer
False,34/36,0.011036191260369683,Enhancer
