index,count,pval,context
Body,401/1372,0.020119208513439676,relativeGene
5'UTR,127/1372,8.147486712699188e-14,relativeGene
TSS1500,279/1372,8.206599108490612e-23,relativeGene
TSS200,78/1372,0.9999979329889407,relativeGene
1stExon,44/1372,0.002654074997836018,relativeGene
3'UTR,45/1372,0.24628780154098018,relativeGene
Unclassified_Cell_type_specific,143/1372,1.0,regulatoryFeature
Unclassified,106/1372,1.0,regulatoryFeature
Promoter_Associated,151/1372,1.0,regulatoryFeature
NonGene_Associated,4/1372,0.9945519291026865,regulatoryFeature
Promoter_Associated_Cell_type_specific,25/1372,0.9999654032449924,regulatoryFeature
Gene_Associated_Cell_type_specific,13/1372,0.7982723887878602,regulatoryFeature
Gene_Associated,3/1372,0.9980965232584608,regulatoryFeature
Island,296/1372,1.0,relativeIsland
S_Shelf,70/1372,0.9993544006249996,relativeIsland
S_Shore,179/1372,0.9986533330837518,relativeIsland
N_Shelf,71/1372,0.9999860324472626,relativeIsland
N_Shore,255/1372,0.9496064875243677,relativeIsland
True,182/1372,0.1519346896467302,DHS
False,1190/1372,0.8662206532878385,DHS
True,366/1372,4.456055259868602e-07,Enhancer
False,1006/1372,0.9999996770238408,Enhancer
