index,count,pval,context
Body,264/751,2.3054088731244005e-07,relativeGene
1stExon,23/751,0.037325948939632654,relativeGene
5'UTR,51/751,0.0033314165926475606,relativeGene
TSS200,30/751,0.9999999644789682,relativeGene
3'UTR,18/751,0.8382385230981316,relativeGene
TSS1500,70/751,0.957945491825098,relativeGene
Unclassified_Cell_type_specific,50/751,1.0,regulatoryFeature
Promoter_Associated,38/751,1.0,regulatoryFeature
Unclassified,28/751,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,3/751,0.9999999995665204,regulatoryFeature
Gene_Associated_Cell_type_specific,2/751,0.9984254403611297,regulatoryFeature
Gene_Associated,2/751,0.9778686384792008,regulatoryFeature
N_Shelf,40/751,0.9984023130444649,relativeIsland
N_Shore,109/751,0.9999840141962306,relativeIsland
Island,103/751,1.0,relativeIsland
S_Shore,71/751,0.9999999043297879,relativeIsland
S_Shelf,56/751,0.41501955130111007,relativeIsland
True,63/751,0.9997680815314983,DHS
False,688/751,0.0003666833503814384,DHS
True,240/751,2.438042178533414e-12,Enhancer
False,511/751,0.999999999998631,Enhancer
