index,count,pval,context
Body,412/1357,0.0015159357157893236,relativeGene
TSS1500,161/1357,0.23152848409546317,relativeGene
5'UTR,95/1357,3.06010738983202e-05,relativeGene
1stExon,18/1357,0.9801217522500344,relativeGene
TSS200,52/1357,0.9999999999999631,relativeGene
3'UTR,49/1357,0.08518081587373805,relativeGene
Unclassified_Cell_type_specific,139/1357,1.0,regulatoryFeature
Promoter_Associated,58/1357,1.0,regulatoryFeature
Unclassified,68/1357,1.0,regulatoryFeature
NonGene_Associated,1/1357,0.9999789373492006,regulatoryFeature
Promoter_Associated_Cell_type_specific,14/1357,0.9999999993630433,regulatoryFeature
Gene_Associated_Cell_type_specific,2/1357,0.9999977028722846,regulatoryFeature
Gene_Associated,1/1357,0.9999682083476596,regulatoryFeature
N_Shelf,75/1357,0.9998559333191102,relativeIsland
S_Shore,135/1357,0.9999999999259999,relativeIsland
S_Shelf,67/1357,0.9997335287026059,relativeIsland
N_Shore,191/1357,0.999999999085385,relativeIsland
Island,172/1357,1.0,relativeIsland
True,155/1357,0.8525623723866482,DHS
False,1202/1357,0.16777906530871375,DHS
True,512/1357,1.0057957634905876e-44,Enhancer
False,845/1357,1.0,Enhancer
