index,count,pval,context
5'UTR,47/552,3.71524600955167e-05,relativeGene
Body,180/552,0.001261181262881147,relativeGene
TSS1500,77/552,0.02662059205449962,relativeGene
TSS200,23/552,0.9999958622110958,relativeGene
3'UTR,15/552,0.6553237027791399,relativeGene
1stExon,26/552,9.262672254485505e-05,relativeGene
Unclassified_Cell_type_specific,60/552,0.9999999999877164,regulatoryFeature
Promoter_Associated,27/552,1.0,regulatoryFeature
Unclassified,28/552,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,8/552,0.9992931273449379,regulatoryFeature
Gene_Associated_Cell_type_specific,2/552,0.987816390200462,regulatoryFeature
NonGene_Associated,1/552,0.9873457767220123,regulatoryFeature
S_Shelf,20/552,0.9998720473442211,relativeIsland
Island,84/552,1.0,relativeIsland
N_Shore,92/552,0.9871056546418712,relativeIsland
S_Shore,92/552,0.327415419051311,relativeIsland
N_Shelf,19/552,0.9999968533416914,relativeIsland
True,77/552,0.1357710473936789,DHS
False,475/552,0.8896246558078512,DHS
True,172/552,1.9824064646643014e-08,Enhancer
False,380/552,0.9999999885034528,Enhancer
