index,count,pval,context
TSS1500,159/1279,0.09008178843836585,relativeGene
Body,413/1279,5.68531882712109e-06,relativeGene
5'UTR,75/1279,0.01640563027476901,relativeGene
TSS200,57/1279,0.9999999998282626,relativeGene
3'UTR,39/1279,0.4287912839185955,relativeGene
1stExon,17/1279,0.9768567255300107,relativeGene
Promoter_Associated,63/1279,1.0,regulatoryFeature
Unclassified_Cell_type_specific,121/1279,1.0,regulatoryFeature
Unclassified,71/1279,1.0,regulatoryFeature
NonGene_Associated_Cell_type_specific,1/1279,0.8101661742397017,regulatoryFeature
Promoter_Associated_Cell_type_specific,11/1279,0.9999999999220022,regulatoryFeature
Gene_Associated_Cell_type_specific,3/1279,0.9999564775191707,regulatoryFeature
Gene_Associated,2/1279,0.9993739830235007,regulatoryFeature
N_Shore,184/1279,0.9999999843974577,relativeIsland
Island,198/1279,1.0,relativeIsland
N_Shelf,66/1279,0.9999764610720131,relativeIsland
S_Shore,152/1279,0.9999808087228864,relativeIsland
S_Shelf,63/1279,0.9996413929375344,relativeIsland
True,152/1279,0.6938612240599467,DHS
False,1127/1279,0.3369621299396851,DHS
True,411/1279,2.1315973358818355e-20,Enhancer
False,868/1279,1.0,Enhancer
