index,count,pval,context
5'UTR,10/124,0.05664959898493901,relativeGene
1stExon,4/124,0.24662777315044102,relativeGene
TSS1500,26/124,0.001196280814514858,relativeGene
Body,45/124,0.012255531990056336,relativeGene
TSS200,12/124,0.43827062255758537,relativeGene
3'UTR,5/124,0.3006381936199333,relativeGene
Unclassified_Cell_type_specific,13/124,0.999621897929021,regulatoryFeature
Unclassified,9/124,0.999811137508097,regulatoryFeature
Promoter_Associated,17/124,1.0,regulatoryFeature
Gene_Associated_Cell_type_specific,2/124,0.4197501065383271,regulatoryFeature
Gene_Associated,2/124,0.24170890697316263,regulatoryFeature
Promoter_Associated_Cell_type_specific,1/124,0.9894412386725345,regulatoryFeature
S_Shelf,9/124,0.5404942450077215,relativeIsland
Island,36/124,0.9999968670460956,relativeIsland
S_Shore,19/124,0.6071570832630151,relativeIsland
N_Shore,24/124,0.6399032602480584,relativeIsland
N_Shelf,8/124,0.7869845721484848,relativeIsland
True,18/124,0.2643616056765811,DHS
False,106/124,0.81334330100024,DHS
True,14/124,0.998543277076497,Enhancer
False,110/124,0.0032749403783799173,Enhancer
