index,count,pval,context
Body,217/735,0.04823096266598484,relativeGene
TSS200,40/735,0.9998738227160973,relativeGene
5'UTR,47/735,0.01310343707443228,relativeGene
TSS1500,85/735,0.3954658094857107,relativeGene
1stExon,25/735,0.010066442666934426,relativeGene
3'UTR,12/735,0.991329227956171,relativeGene
Unclassified_Cell_type_specific,71/735,1.0,regulatoryFeature
Promoter_Associated,27/735,1.0,regulatoryFeature
Unclassified,29/735,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,6/735,0.9999997082814833,regulatoryFeature
NonGene_Associated_Cell_type_specific,1/735,0.6145474269001483,regulatoryFeature
Gene_Associated_Cell_type_specific,1/735,0.9998065313057048,regulatoryFeature
S_Shelf,28/735,0.9999622663332363,relativeIsland
N_Shore,122/735,0.99545610113808,relativeIsland
Island,133/735,1.0,relativeIsland
N_Shelf,34/735,0.9999038789147754,relativeIsland
S_Shore,67/735,0.9999999739818622,relativeIsland
True,86/735,0.7108158963552347,DHS
False,649/735,0.32930985531250606,DHS
True,242/735,5.947149972018136e-14,Enhancer
False,493/735,0.9999999999999682,Enhancer
