index,count,pval,context
1stExon,2/46,0.24066664562566753,relativeGene
TSS1500,6/46,0.4125323793283856,relativeGene
Body,13/46,0.4624372825428906,relativeGene
5'UTR,6/46,0.017326138269384197,relativeGene
TSS200,6/46,0.22910201041408454,relativeGene
Promoter_Associated,5/46,0.9999999999030514,regulatoryFeature
Unclassified_Cell_type_specific,6/46,0.9514330572893028,regulatoryFeature
Unclassified,5/46,0.9329281604193279,regulatoryFeature
Island,19/46,0.8712156260434598,relativeIsland
N_Shore,8/46,0.7438617564137076,relativeIsland
S_Shelf,1/46,0.9679516452480137,relativeIsland
S_Shore,6/46,0.7606805656455,relativeIsland
N_Shelf,1/46,0.9787175462968835,relativeIsland
True,10/46,0.050493277916483156,DHS
False,36/46,0.9783687706974127,DHS
True,7/46,0.8794528866803161,Enhancer
False,39/46,0.21729732042648983,Enhancer
