index,count,pval,context
Body,790/2252,1.4684261894056207e-18,relativeGene
TSS1500,356/2252,2.4781525146034975e-11,relativeGene
3'UTR,91/2252,0.0018108633107476086,relativeGene
1stExon,67/2252,0.0017437150207711713,relativeGene
5'UTR,171/2252,1.033797172978612e-10,relativeGene
TSS200,91/2252,1.0,relativeGene
Unclassified_Cell_type_specific,285/2252,1.0,regulatoryFeature
Unclassified,154/2252,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,31/2252,0.9999999999714463,regulatoryFeature
Promoter_Associated,119/2252,1.0,regulatoryFeature
Gene_Associated,9/2252,0.9884255127853293,regulatoryFeature
Gene_Associated_Cell_type_specific,15/2252,0.9928973316817902,regulatoryFeature
NonGene_Associated,1/2252,0.9999999834629553,regulatoryFeature
S_Shelf,130/2252,0.9971064886153918,relativeIsland
S_Shore,232/2252,0.9999999999999948,relativeIsland
N_Shelf,160/2252,0.953254992226051,relativeIsland
N_Shore,297/2252,1.0,relativeIsland
Island,433/2252,1.0,relativeIsland
True,291/2252,0.19909622107469863,DHS
False,1961/2252,0.8181258738157571,DHS
True,700/2252,6.734815625864965e-29,Enhancer
False,1552/2252,1.0,Enhancer
