index,count,pval,context
TSS200,41/673,0.9976780787974474,relativeGene
Body,203/673,0.025325456230829574,relativeGene
1stExon,22/673,0.022264261836093757,relativeGene
5'UTR,59/673,1.7144109190045117e-06,relativeGene
TSS1500,85/673,0.1337317807557674,relativeGene
3'UTR,11/673,0.9887425591456199,relativeGene
Promoter_Associated,29/673,1.0,regulatoryFeature
Unclassified,25/673,1.0,regulatoryFeature
Unclassified_Cell_type_specific,72/673,0.9999999999999664,regulatoryFeature
Promoter_Associated_Cell_type_specific,10/673,0.9997034496614517,regulatoryFeature
NonGene_Associated,1/673,0.9951536907085775,regulatoryFeature
NonGene_Associated_Cell_type_specific,1/673,0.582203093748645,regulatoryFeature
Island,113/673,1.0,relativeIsland
N_Shore,120/673,0.9525061352137723,relativeIsland
S_Shelf,36/673,0.9776452461362277,relativeIsland
S_Shore,74/673,0.9998906233372227,relativeIsland
N_Shelf,32/673,0.9996956098079196,relativeIsland
True,95/673,0.08843400160492226,DHS
False,578/673,0.9283106704896291,DHS
True,203/673,1.992310732364148e-08,Enhancer
False,470/673,0.9999999878741644,Enhancer
