index,count,pval,context
3'UTR,3/100,0.5658809537692241,relativeGene
Body,15/100,0.9982545306443376,relativeGene
TSS1500,23/100,0.0005934593259027103,relativeGene
5'UTR,8/100,0.08540176862797702,relativeGene
TSS200,27/100,1.4694350823171127e-07,relativeGene
1stExon,7/100,0.00446511545244456,relativeGene
Promoter_Associated,8/100,1.0,regulatoryFeature
Unclassified_Cell_type_specific,16/100,0.9351012120911543,regulatoryFeature
Promoter_Associated_Cell_type_specific,3/100,0.7029133938694676,regulatoryFeature
Unclassified,13/100,0.9257824575219296,regulatoryFeature
NonGene_Associated,1/100,0.5464124531851569,regulatoryFeature
S_Shore,8/100,0.9934434767967939,relativeIsland
S_Shelf,2/100,0.9950526787479839,relativeIsland
Island,40/100,0.9654174806416405,relativeIsland
N_Shelf,5/100,0.9112565836079376,relativeIsland
N_Shore,15/100,0.9303326369445466,relativeIsland
True,16/100,0.16535257054408295,DHS
False,84/100,0.8951890336255983,DHS
True,22/100,0.4501180872371837,Enhancer
False,78/100,0.6434470289014341,Enhancer
