index,count,pval,context
Body,99/247,3.5343300647386e-06,relativeGene
3'UTR,6/247,0.7347993102215518,relativeGene
5'UTR,20/247,0.009608453986009924,relativeGene
TSS1500,19/247,0.9731000509347569,relativeGene
1stExon,9/247,0.06790860378389532,relativeGene
TSS200,14/247,0.9793005413298056,relativeGene
Promoter_Associated,18/247,1.0,regulatoryFeature
Unclassified_Cell_type_specific,19/247,0.9999999991254831,regulatoryFeature
Unclassified,9/247,0.9999999999987785,regulatoryFeature
Gene_Associated,2/247,0.5589081182420758,regulatoryFeature
Promoter_Associated_Cell_type_specific,1/247,0.9998847308544626,regulatoryFeature
Island,61/247,0.999999999999996,relativeIsland
S_Shore,24/247,0.9981727899151692,relativeIsland
S_Shelf,12/247,0.9465603409829297,relativeIsland
N_Shore,26/247,0.9999868233728247,relativeIsland
N_Shelf,13/247,0.9638151188553953,relativeIsland
True,48/247,0.0009243396073774618,DHS
False,199/247,0.9994876671037637,DHS
True,99/247,1.0115829757457585e-11,Enhancer
False,148/247,0.9999999999960438,Enhancer
