index,count,pval,context
TSS200,110/2164,0.9999999999976572,relativeGene
3'UTR,90/2164,0.0008349969340265374,relativeGene
TSS1500,342/2164,6.161635110989231e-11,relativeGene
Body,703/2164,1.5278264268376913e-09,relativeGene
1stExon,82/2164,1.3501968502075694e-07,relativeGene
5'UTR,209/2164,7.27845659565404e-24,relativeGene
Unclassified_Cell_type_specific,276/2164,1.0,regulatoryFeature
Unclassified,135/2164,1.0,regulatoryFeature
Gene_Associated,9/2164,0.9830532303886808,regulatoryFeature
Promoter_Associated,150/2164,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,44/2164,0.9999925651371383,regulatoryFeature
Gene_Associated_Cell_type_specific,14/2164,0.9939245228056698,regulatoryFeature
NonGene_Associated,1/2164,0.9999999665423519,regulatoryFeature
N_Shelf,115/2164,0.9999996758722284,relativeIsland
S_Shelf,98/2164,0.999999899299336,relativeIsland
Island,398/2164,1.0,relativeIsland
S_Shore,235/2164,0.9999999999939492,relativeIsland
N_Shore,315/2164,0.9999999999984943,relativeIsland
True,332/2164,1.800852788613857e-05,DHS
False,1832/2164,0.9999862501305063,DHS
True,681/2164,8.617950605028614e-30,Enhancer
False,1483/2164,1.0,Enhancer
