index,count,pval,context
Body,317/870,2.1606072928821276e-10,relativeGene
TSS200,39/870,0.999999876115728,relativeGene
1stExon,47/870,3.3045320326131985e-09,relativeGene
TSS1500,81/870,0.9687813755468844,relativeGene
3'UTR,15/870,0.9913532389601216,relativeGene
5'UTR,56/870,0.006529991748937799,relativeGene
Unclassified,57/870,1.0,regulatoryFeature
Unclassified_Cell_type_specific,87/870,1.0,regulatoryFeature
Promoter_Associated,48/870,1.0,regulatoryFeature
NonGene_Associated,10/870,0.15314863007800839,regulatoryFeature
Promoter_Associated_Cell_type_specific,7/870,0.9999999744352458,regulatoryFeature
NonGene_Associated_Cell_type_specific,2/870,0.3103585380827954,regulatoryFeature
Gene_Associated_Cell_type_specific,3/870,0.9974656571445389,regulatoryFeature
Gene_Associated,1/870,0.9986799024657057,regulatoryFeature
N_Shelf,43/870,0.9998659156648046,relativeIsland
S_Shelf,42/870,0.9983172311220573,relativeIsland
N_Shore,178/870,0.47136664979726467,relativeIsland
Island,167/870,1.0,relativeIsland
S_Shore,85/870,0.9999999439473263,relativeIsland
True,96/870,0.8869850702760406,DHS
False,774/870,0.13477076877986544,DHS
True,270/870,4.1597064180161725e-12,Enhancer
False,600/870,0.9999999999975605,Enhancer
