index,count,pval,context
Body,328/932,7.950512980484776e-09,relativeGene
TSS1500,106/932,0.4504368856630201,relativeGene
5'UTR,56/932,0.022593483359592482,relativeGene
TSS200,49/932,0.9999928731860698,relativeGene
1stExon,46/932,6.94760533113564e-08,relativeGene
3'UTR,24/932,0.7703802124317862,relativeGene
Unclassified,64/932,1.0,regulatoryFeature
Promoter_Associated,45/932,1.0,regulatoryFeature
Unclassified_Cell_type_specific,93/932,1.0,regulatoryFeature
NonGene_Associated_Cell_type_specific,3/932,0.12111112404087084,regulatoryFeature
NonGene_Associated,6/932,0.7420428815555506,regulatoryFeature
Promoter_Associated_Cell_type_specific,6/932,0.999999999352155,regulatoryFeature
Gene_Associated_Cell_type_specific,3/932,0.9986063125212458,regulatoryFeature
Gene_Associated,1/932,0.9991780584350933,regulatoryFeature
N_Shore,185/932,0.6509931069953564,relativeIsland
S_Shelf,43/932,0.9995496979288186,relativeIsland
N_Shelf,42/932,0.9999930620055513,relativeIsland
S_Shore,104/932,0.9999857927999277,relativeIsland
Island,164/932,1.0,relativeIsland
True,132/932,0.04991544608201745,DHS
False,800/932,0.9592043150323071,DHS
True,299/932,3.3459548295354148e-15,Enhancer
False,633/932,0.9999999999999983,Enhancer
