index,count,pval,context
Body,282/904,0.0015442728163380282,relativeGene
1stExon,34/904,0.000615683628011751,relativeGene
5'UTR,77/904,1.6518272823603677e-07,relativeGene
TSS1500,101/904,0.5279231970381539,relativeGene
TSS200,53/904,0.9997987104581152,relativeGene
3'UTR,15/904,0.9947993436704861,relativeGene
Promoter_Associated,26/904,1.0,regulatoryFeature
Unclassified,33/904,1.0,regulatoryFeature
Unclassified_Cell_type_specific,89/904,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,8/904,0.9999999544747273,regulatoryFeature
Gene_Associated_Cell_type_specific,3/904,0.9981724114286434,regulatoryFeature
NonGene_Associated,1/904,0.9992258503732753,regulatoryFeature
NonGene_Associated_Cell_type_specific,1/904,0.6906014987604273,regulatoryFeature
N_Shelf,38/904,0.9999986080477823,relativeIsland
N_Shore,132/904,0.9999963559006751,relativeIsland
Island,176/904,1.0,relativeIsland
S_Shelf,42/904,0.9993766383355088,relativeIsland
S_Shore,87/904,0.9999999853285498,relativeIsland
True,114/904,0.40913613331115334,DHS
False,790/904,0.6294367595783812,DHS
True,319/904,5.649621532864742e-23,Enhancer
False,585/904,1.0,Enhancer
