index,count,pval,context
TSS1500,22/239,0.8619693009288489,relativeGene
Body,69/239,0.24768636315730433,relativeGene
3'UTR,4/239,0.9224170807502529,relativeGene
TSS200,26/239,0.17948291938592947,relativeGene
5'UTR,7/239,0.9203955193414428,relativeGene
1stExon,21/239,2.9740640310683032e-08,relativeGene
Promoter_Associated,17/239,1.0,regulatoryFeature
Unclassified,14/239,0.9999999894777314,regulatoryFeature
Unclassified_Cell_type_specific,28/239,0.9999750459214475,regulatoryFeature
Promoter_Associated_Cell_type_specific,2/239,0.9984621437141463,regulatoryFeature
NonGene_Associated,1/239,0.8489630821996885,regulatoryFeature
S_Shelf,11/239,0.9612434956346506,relativeIsland
N_Shore,56/239,0.13268919552280684,relativeIsland
N_Shelf,8/239,0.9990545310128419,relativeIsland
S_Shore,25/239,0.9938534200641704,relativeIsland
Island,60/239,0.9999999999999692,relativeIsland
True,44/239,0.004229690347915635,DHS
False,195/239,0.9975131451076997,DHS
True,46/239,0.7792473947140354,Enhancer
False,193/239,0.2717487848182615,Enhancer
