index,count,pval,context
TSS1500,8/60,0.3573736391259034,relativeGene
1stExon,2/60,0.3459907582620798,relativeGene
Body,24/60,0.017351230957493993,relativeGene
5'UTR,6/60,0.05452849100831953,relativeGene
TSS200,2/60,0.9756194334013224,relativeGene
Promoter_Associated,9/60,0.9999999999427949,regulatoryFeature
Unclassified_Cell_type_specific,11/60,0.7759026430500041,regulatoryFeature
Unclassified,6/60,0.9693356014678656,regulatoryFeature
N_Shore,12/60,0.575403281573871,relativeIsland
Island,20/60,0.9940261935962247,relativeIsland
S_Shore,9/60,0.6294603314759923,relativeIsland
S_Shelf,8/60,0.0653343771279099,relativeIsland
N_Shelf,1/60,0.9934066326278944,relativeIsland
True,8/60,0.46297988104494137,DHS
False,52/60,0.6827963972200819,DHS
True,7/60,0.9804567289368961,Enhancer
False,53/60,0.0449036693541745,Enhancer
