index,count,pval,context
TSS1500,12/102,0.47477660195351795,relativeGene
Body,38/102,0.012840302791185003,relativeGene
3'UTR,4/102,0.35188894880857174,relativeGene
5'UTR,5/102,0.4960792341182865,relativeGene
1stExon,3/102,0.34429365079695196,relativeGene
TSS200,2/102,0.9992529540794235,relativeGene
Unclassified_Cell_type_specific,12/102,0.9965319962854532,regulatoryFeature
Unclassified,4/102,0.9999962988290895,regulatoryFeature
Promoter_Associated,10/102,1.0,regulatoryFeature
Gene_Associated_Cell_type_specific,1/102,0.6940587210906479,regulatoryFeature
S_Shelf,7/102,0.6082232093198024,relativeIsland
N_Shore,15/102,0.9419523130335449,relativeIsland
N_Shelf,4/102,0.9679611037286362,relativeIsland
S_Shore,9/102,0.9870612865119613,relativeIsland
Island,14/102,0.9999999999999813,relativeIsland
True,16/102,0.18563489576856435,DHS
False,86/102,0.8799631415155442,DHS
True,31/102,0.017363165160597598,Enhancer
False,71/102,0.9902112259359769,Enhancer
