index,count,pval,context
Body,103/333,0.048809694147721135,relativeGene
TSS1500,26/333,0.9837915479060522,relativeGene
3'UTR,8/333,0.7635740637655724,relativeGene
1stExon,9/333,0.24104184145573657,relativeGene
5'UTR,20/333,0.12694848671120237,relativeGene
TSS200,13/333,0.9998973178847936,relativeGene
Unclassified_Cell_type_specific,25/333,0.9999999999992462,regulatoryFeature
Promoter_Associated,32/333,1.0,regulatoryFeature
Unclassified,24/333,0.9999999951924793,regulatoryFeature
NonGene_Associated,1/333,0.9282380480903644,regulatoryFeature
Promoter_Associated_Cell_type_specific,4/333,0.9979912347920921,regulatoryFeature
Gene_Associated_Cell_type_specific,1/333,0.9791257411538169,regulatoryFeature
Island,95/333,0.9999999999999696,relativeIsland
N_Shelf,13/333,0.9991810522840926,relativeIsland
N_Shore,46/333,0.9991833853198065,relativeIsland
S_Shore,33/333,0.9994052908167431,relativeIsland
S_Shelf,11/333,0.9992178837108376,relativeIsland
True,63/333,0.00035975870695929715,DHS
False,270/333,0.9997919850233635,DHS
True,111/333,1.4602877266637181e-07,Enhancer
False,222/333,0.9999999237814768,Enhancer
