index,count,pval,context
3'UTR,5/88,0.1174510207283073,relativeGene
Body,26/88,0.31167869921635094,relativeGene
5'UTR,4/88,0.570865548062337,relativeGene
TSS1500,13/88,0.18331839791013538,relativeGene
TSS200,12/88,0.09508014791009198,relativeGene
1stExon,7/88,0.0021831816493448264,relativeGene
Unclassified_Cell_type_specific,16/88,0.8169543714374361,regulatoryFeature
Promoter_Associated,9/88,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,2/88,0.8301670156583436,regulatoryFeature
Unclassified,4/88,0.9999615891724405,regulatoryFeature
S_Shore,12/88,0.7610953680477399,relativeIsland
S_Shelf,6/88,0.6150845089063606,relativeIsland
Island,29/88,0.9989237499747659,relativeIsland
N_Shore,19/88,0.42453592970473736,relativeIsland
N_Shelf,7/88,0.5665151306713505,relativeIsland
True,4/88,0.9962796304850832,DHS
False,84/88,0.012316351342941031,DHS
True,13/88,0.9483641105642879,Enhancer
False,75/88,0.08948995443389904,Enhancer
