index,count,pval,context
TSS200,96/2131,0.9999999999999994,relativeGene
Body,710/2131,9.251010068602274e-12,relativeGene
3'UTR,76/2131,0.05168401328420874,relativeGene
TSS1500,383/2131,1.5349520966763672e-20,relativeGene
5'UTR,185/2131,1.2976535102240994e-16,relativeGene
1stExon,79/2131,5.234082879860728e-07,relativeGene
Promoter_Associated,160/2131,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,40/2131,0.9999990806118009,regulatoryFeature
Unclassified,149/2131,1.0,regulatoryFeature
Unclassified_Cell_type_specific,263/2131,1.0,regulatoryFeature
Gene_Associated,15/2131,0.6470551812547514,regulatoryFeature
Gene_Associated_Cell_type_specific,20/2131,0.8517899631427183,regulatoryFeature
NonGene_Associated_Cell_type_specific,1/2131,0.9376806391111098,regulatoryFeature
NonGene_Associated,4/2131,0.9999564908658494,regulatoryFeature
Island,332/2131,1.0,relativeIsland
S_Shore,288/2131,0.9990576431580129,relativeIsland
N_Shelf,104/2131,0.9999999964233044,relativeIsland
S_Shelf,105/2131,0.9999930698581142,relativeIsland
N_Shore,364/2131,0.9999348402696245,relativeIsland
True,308/2131,0.0017851964269646645,DHS
False,1823/2131,0.9985442766180903,DHS
True,585/2131,1.5796289444423809e-12,Enhancer
False,1546/2131,0.9999999999988948,Enhancer
