index,count,pval,context
5'UTR,8/86,0.04187131988941987,relativeGene
Body,27/86,0.19445678209568504,relativeGene
TSS1500,20/86,0.0011305963953572376,relativeGene
1stExon,3/86,0.255587023671915,relativeGene
3'UTR,5/86,0.10932404648456098,relativeGene
TSS200,6/86,0.7953722359366466,relativeGene
Promoter_Associated,8/86,1.0,regulatoryFeature
Unclassified,5/86,0.9997421414292176,regulatoryFeature
Unclassified_Cell_type_specific,8/86,0.9992467004633268,regulatoryFeature
Promoter_Associated_Cell_type_specific,1/86,0.9573974106258047,regulatoryFeature
N_Shore,18/86,0.4863006102626458,relativeIsland
N_Shelf,2/86,0.9936350373886247,relativeIsland
Island,20/86,0.9999996172615515,relativeIsland
S_Shelf,5/86,0.7507597945927638,relativeIsland
S_Shore,15/86,0.3914104784948688,relativeIsland
True,15/86,0.10346945017190412,DHS
False,71/86,0.9404619222826321,DHS
True,13/86,0.9366632204197924,Enhancer
False,73/86,0.10740103998054046,Enhancer
