index,count,pval,context
5'UTR,54/617,4.780413802992848e-06,relativeGene
Body,187/617,0.025753147353900004,relativeGene
TSS1500,61/617,0.8658762031503355,relativeGene
1stExon,24/617,0.0023337944587480276,relativeGene
3'UTR,15/617,0.8040710331950631,relativeGene
TSS200,29/617,0.9999819205576811,relativeGene
Unclassified_Cell_type_specific,67/617,0.9999999999991751,regulatoryFeature
Unclassified,28/617,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,10/617,0.9988926735529966,regulatoryFeature
Promoter_Associated,33/617,1.0,regulatoryFeature
Gene_Associated_Cell_type_specific,2/617,0.9937008620800865,regulatoryFeature
Gene_Associated,1/617,0.9908908775666364,regulatoryFeature
S_Shelf,22/617,0.9999568527680677,relativeIsland
N_Shelf,23/617,0.9999953336342892,relativeIsland
Island,111/617,1.0,relativeIsland
N_Shore,93/617,0.9996653951466924,relativeIsland
S_Shore,75/617,0.9963319860387485,relativeIsland
True,78/617,0.4212259016641587,DHS
False,539/617,0.6256615766441661,DHS
True,196/617,3.894152707955181e-10,Enhancer
False,421/617,0.999999999779916,Enhancer
