index,count,pval,context
3'UTR,5/91,0.13015665857813744,relativeGene
Body,27/91,0.29834070766613363,relativeGene
TSS1500,17/91,0.023658029200820958,relativeGene
TSS200,11/91,0.1928158080232557,relativeGene
5'UTR,11/91,0.0028142202091775946,relativeGene
1stExon,1/91,0.8462053018045603,relativeGene
Promoter_Associated,4/91,1.0,regulatoryFeature
Unclassified_Cell_type_specific,19/91,0.6067135184787091,regulatoryFeature
Promoter_Associated_Cell_type_specific,2/91,0.8438963640558277,regulatoryFeature
Unclassified,4/91,0.9999766135314927,regulatoryFeature
NonGene_Associated,1/91,0.5129540638445282,regulatoryFeature
Gene_Associated_Cell_type_specific,1/91,0.6523650656109383,regulatoryFeature
S_Shore,9/91,0.9634576064942549,relativeIsland
S_Shelf,9/91,0.2086169267900867,relativeIsland
Island,25/91,0.9999873735776407,relativeIsland
N_Shelf,9/91,0.30741077198818856,relativeIsland
N_Shore,13/91,0.9458523056966606,relativeIsland
True,13/91,0.3282170166964952,DHS
False,78/91,0.7733433069742426,DHS
True,16/91,0.8277929430088048,Enhancer
False,75/91,0.24918624580892004,Enhancer
