index,count,pval,context
Body,420/1373,0.000764249322137565,relativeGene
TSS1500,164/1373,0.20287958716139928,relativeGene
TSS200,96/1373,0.996731166136587,relativeGene
5'UTR,86/1373,0.002080079909527725,relativeGene
3'UTR,29/1373,0.9756216521261931,relativeGene
1stExon,33/1373,0.18988306661519044,relativeGene
Unclassified_Cell_type_specific,172/1373,1.0,regulatoryFeature
Promoter_Associated,60/1373,1.0,regulatoryFeature
Unclassified,91/1373,1.0,regulatoryFeature
NonGene_Associated,4/1373,0.9945843962549628,regulatoryFeature
Promoter_Associated_Cell_type_specific,14/1373,0.9999999995903152,regulatoryFeature
Gene_Associated_Cell_type_specific,3/1373,0.9999834330023013,regulatoryFeature
Gene_Associated,1/1373,0.999971876727918,regulatoryFeature
N_Shelf,55/1373,0.9999999994236871,relativeIsland
S_Shore,131/1373,0.9999999999977107,relativeIsland
N_Shore,197/1373,0.9999999960685788,relativeIsland
Island,331/1373,1.0,relativeIsland
S_Shelf,46/1373,0.9999999997010224,relativeIsland
True,189/1373,0.05717881350969196,DHS
False,1184/1373,0.9513982228882326,DHS
True,510/1373,2.1393846553416546e-42,Enhancer
False,863/1373,1.0,Enhancer
