index,count,pval,context
3'UTR,6/89,0.047434927330205885,relativeGene
Body,24/89,0.5200008968386656,relativeGene
5'UTR,10/89,0.007198055970826963,relativeGene
TSS1500,13/89,0.19409326867370846,relativeGene
1stExon,1/89,0.8397444860986605,relativeGene
Unclassified_Cell_type_specific,15/89,0.8907327630809944,regulatoryFeature
Promoter_Associated,10/89,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,4/89,0.39963492256487654,regulatoryFeature
Unclassified,3/89,0.9999951431737015,regulatoryFeature
Gene_Associated_Cell_type_specific,1/89,0.6441956382887761,regulatoryFeature
S_Shore,9/89,0.9563070374648869,relativeIsland
S_Shelf,14/89,0.004533174764241389,relativeIsland
N_Shelf,11/89,0.10004191755537914,relativeIsland
N_Shore,16/89,0.7471467885833745,relativeIsland
Island,11/89,0.9999999999999334,relativeIsland
True,10/89,0.6696745298459339,DHS
False,79/89,0.45670312015350645,DHS
True,16/89,0.7999655956467077,Enhancer
False,73/89,0.28379889596478763,Enhancer
