index,count,pval,context
Body,128/429,0.0816507410600672,relativeGene
TSS1500,42/429,0.8430010230811599,relativeGene
1stExon,21/429,0.00024944201438542693,relativeGene
5'UTR,22/429,0.3111443180570264,relativeGene
TSS200,24/429,0.9965027610872121,relativeGene
3'UTR,8/429,0.9365687753811383,relativeGene
Unclassified_Cell_type_specific,60/429,0.9999780328980504,regulatoryFeature
Promoter_Associated,27/429,1.0,regulatoryFeature
NonGene_Associated,1/429,0.9664537857319604,regulatoryFeature
Unclassified,28/429,0.9999999999984465,regulatoryFeature
Promoter_Associated_Cell_type_specific,7/429,0.9949364851360035,regulatoryFeature
NonGene_Associated_Cell_type_specific,1/429,0.4264645507380494,regulatoryFeature
Island,128/429,0.999999999999999,relativeIsland
N_Shelf,16/429,0.9998997688510773,relativeIsland
N_Shore,77/429,0.9010700813679164,relativeIsland
S_Shore,52/429,0.9884832955309737,relativeIsland
S_Shelf,9/429,0.9999994704965733,relativeIsland
True,78/429,0.0002923412699831892,DHS
False,351/429,0.9998216450851487,DHS
True,136/429,1.8585756939300478e-07,Enhancer
False,293/429,0.9999998952562135,Enhancer
