index,count,pval,context
TSS1500,127/1093,0.3454655857726583,relativeGene
Body,321/1093,0.02691900413612448,relativeGene
5'UTR,65/1093,0.018423981964911906,relativeGene
TSS200,69/1093,0.9995094213674166,relativeGene
3'UTR,29/1093,0.7358556733750474,relativeGene
1stExon,38/1093,0.0012916504358245484,relativeGene
Unclassified_Cell_type_specific,140/1093,0.9999999999999787,regulatoryFeature
Promoter_Associated,63/1093,1.0,regulatoryFeature
Unclassified,71/1093,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,16/1093,0.9999941867674231,regulatoryFeature
NonGene_Associated,1/1093,0.9998277100535823,regulatoryFeature
Gene_Associated,1/1093,0.9997600273462331,regulatoryFeature
N_Shore,174/1093,0.9999147788493444,relativeIsland
N_Shelf,57/1093,0.9998886210933489,relativeIsland
Island,257/1093,1.0,relativeIsland
S_Shore,115/1093,0.9999998825594063,relativeIsland
S_Shelf,46/1093,0.9999861433535887,relativeIsland
True,172/1093,0.0005025606788238011,DHS
False,921/1093,0.9996309481243384,DHS
True,349/1093,4.0049173569788387e-17,Enhancer
False,744/1093,1.0,Enhancer
