index,count,pval,context
TSS1500,26/183,0.12256170995363987,relativeGene
Body,61/183,0.028371651614694543,relativeGene
5'UTR,19/183,0.0007338709874472283,relativeGene
1stExon,5/183,0.3172211462772241,relativeGene
TSS200,5/183,0.9998211079045989,relativeGene
3'UTR,4/183,0.7880985395499909,relativeGene
Unclassified_Cell_type_specific,12/183,0.9999999942159196,regulatoryFeature
Unclassified,8/183,0.9999999929150983,regulatoryFeature
Promoter_Associated,5/183,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,3/183,0.962317805989741,regulatoryFeature
Gene_Associated,1/183,0.7513639459985323,regulatoryFeature
NonGene_Associated,1/183,0.76474664667113,regulatoryFeature
N_Shore,16/183,0.999993861625422,relativeIsland
S_Shelf,11/183,0.7738889030577883,relativeIsland
S_Shore,20/183,0.9781406365090751,relativeIsland
N_Shelf,14/183,0.6138258684028971,relativeIsland
Island,3/183,1.0,relativeIsland
True,14/183,0.9840647540193774,DHS
False,169/183,0.029479913017134415,DHS
True,79/183,1.5656501058714915e-11,Enhancer
False,104/183,0.9999999999946253,Enhancer
