index,count,pval,context
5'UTR,16/182,0.009266444115122816,relativeGene
Body,64/182,0.007508932128149096,relativeGene
TSS200,9/182,0.9855283900150459,relativeGene
3'UTR,7/182,0.28842684165970023,relativeGene
TSS1500,17/182,0.818808487287046,relativeGene
1stExon,7/182,0.08016108057782224,relativeGene
Promoter_Associated,2/182,1.0,regulatoryFeature
Unclassified_Cell_type_specific,16/182,0.9999988595307727,regulatoryFeature
Unclassified,6/182,0.9999999997788954,regulatoryFeature
Promoter_Associated_Cell_type_specific,5/182,0.7877822816690503,regulatoryFeature
NonGene_Associated,1/182,0.7628779726996099,regulatoryFeature
S_Shelf,11/182,0.7678664765010865,relativeIsland
Island,45/182,0.9999999999878022,relativeIsland
N_Shore,16/182,0.9999929071384033,relativeIsland
S_Shore,13/182,0.9998736418613698,relativeIsland
N_Shelf,4/182,0.9998064103406896,relativeIsland
True,27/182,0.17722562878340983,DHS
False,155/182,0.872790595276137,DHS
True,60/182,0.0001306332370746377,Enhancer
False,122/182,0.9999319193938945,Enhancer
