index,count,pval,context
Body,728/2006,3.2574289902480976e-21,relativeGene
TSS1500,303/2006,6.299072914584207e-08,relativeGene
3'UTR,84/2006,0.0009990819159564623,relativeGene
1stExon,56/2006,0.012905562776070415,relativeGene
TSS200,92/2006,0.9999999999999851,relativeGene
5'UTR,148/2006,1.0918201375108501e-08,relativeGene
Unclassified_Cell_type_specific,222/2006,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,34/2006,0.9999998888425164,regulatoryFeature
Promoter_Associated,143/2006,1.0,regulatoryFeature
Gene_Associated_Cell_type_specific,20/2006,0.7746438990885433,regulatoryFeature
Unclassified,137/2006,1.0,regulatoryFeature
NonGene_Associated,3/2006,0.9999826237968057,regulatoryFeature
Gene_Associated,4/2006,0.9998357858799894,regulatoryFeature
NonGene_Associated_Cell_type_specific,1/2006,0.9265910039424087,regulatoryFeature
Island,281/2006,1.0,relativeIsland
S_Shore,229/2006,0.9999999961255438,relativeIsland
S_Shelf,119/2006,0.9895972335839663,relativeIsland
N_Shore,270/2006,0.9999999999999999,relativeIsland
N_Shelf,121/2006,0.9997429208559001,relativeIsland
True,288/2006,0.0034740654591440714,DHS
False,1718/2006,0.9971494066770324,DHS
True,653/2006,3.8180269864037496e-33,Enhancer
False,1353/2006,1.0,Enhancer
