index,count,pval,context
Body,63/205,0.11279865745034433,relativeGene
TSS1500,35/205,0.007644000087961083,relativeGene
5'UTR,23/205,6.806105051856037e-05,relativeGene
3'UTR,11/205,0.04101870076879777,relativeGene
TSS200,12/205,0.9614966587028223,relativeGene
1stExon,4/205,0.6020516726652712,relativeGene
Unclassified_Cell_type_specific,25/205,0.9998234318116904,regulatoryFeature
Unclassified,17/205,0.9999714395238622,regulatoryFeature
Promoter_Associated,14/205,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,6/205,0.7508087108641492,regulatoryFeature
NonGene_Associated,1/205,0.802331713616267,regulatoryFeature
N_Shore,36/205,0.8577967729579943,relativeIsland
N_Shelf,4/205,0.9999605053887405,relativeIsland
S_Shelf,6/205,0.997477373692835,relativeIsland
S_Shore,23/205,0.9771672463405005,relativeIsland
Island,23/205,1.0,relativeIsland
True,39/205,0.00382641537591174,DHS
False,166/205,0.9978470433398569,DHS
True,76/205,1.1652605823331123e-07,Enhancer
False,129/205,0.9999999486687309,Enhancer
