index,count,pval,context
TSS200,19/192,0.36454728625562116,relativeGene
Body,84/192,2.797669258127404e-07,relativeGene
5'UTR,10/192,0.3754788047326077,relativeGene
3'UTR,7/192,0.3351874607696943,relativeGene
TSS1500,7/192,0.9999579709216476,relativeGene
Unclassified_Cell_type_specific,13/192,0.9999999953157488,regulatoryFeature
Promoter_Associated,12/192,1.0,regulatoryFeature
Unclassified,8/192,0.9999999983315716,regulatoryFeature
Promoter_Associated_Cell_type_specific,3/192,0.970581689602606,regulatoryFeature
N_Shore,22/192,0.9995901702319359,relativeIsland
Island,43/192,0.9999999999999795,relativeIsland
S_Shore,23/192,0.9478018663074501,relativeIsland
N_Shelf,8/192,0.988559262220617,relativeIsland
S_Shelf,9/192,0.9397134107712357,relativeIsland
True,41/192,0.0002977679315977446,DHS
False,151/192,0.9998536335609877,DHS
True,53/192,0.018990697791512884,Enhancer
False,139/192,0.9874880491721733,Enhancer
