index,count,pval,context
3'UTR,78/1860,0.0014122814742612727,relativeGene
Body,668/1860,1.9396978434900576e-18,relativeGene
TSS200,73/1860,1.0,relativeGene
5'UTR,150/1860,2.1924873744759773e-11,relativeGene
1stExon,63/1860,9.333446367534286e-05,relativeGene
TSS1500,326/1860,3.573985761339619e-16,relativeGene
Unclassified_Cell_type_specific,180/1860,1.0,regulatoryFeature
Promoter_Associated,151/1860,1.0,regulatoryFeature
Unclassified,98/1860,1.0,regulatoryFeature
NonGene_Associated,5/1860,0.9989612301147016,regulatoryFeature
Promoter_Associated_Cell_type_specific,25/1860,0.9999999993262337,regulatoryFeature
Gene_Associated_Cell_type_specific,16/1860,0.9086395501467595,regulatoryFeature
Gene_Associated,10/1860,0.8967081087821469,regulatoryFeature
N_Shelf,108/1860,0.9999080325369949,relativeIsland
S_Shore,242/1860,0.9997938569093313,relativeIsland
S_Shelf,104/1860,0.9977362511918942,relativeIsland
Island,335/1860,1.0,relativeIsland
N_Shore,277/1860,0.9999999993875976,relativeIsland
True,217/1860,0.8131022813590493,DHS
False,1643/1860,0.20679256242885172,DHS
True,467/1860,1.667100280641442e-05,Enhancer
False,1393/1860,0.9999868869220563,Enhancer
