index,count,pval,context
TSS1500,58/632,0.9567034679432891,relativeGene
Body,238/632,1.2551947047830192e-09,relativeGene
TSS200,31/632,0.9999626910668662,relativeGene
1stExon,45/632,1.026109599726543e-12,relativeGene
5'UTR,32/632,0.2903661279233301,relativeGene
3'UTR,15/632,0.8307202728918431,relativeGene
Unclassified,46/632,0.999999999999997,regulatoryFeature
Promoter_Associated,28/632,1.0,regulatoryFeature
Unclassified_Cell_type_specific,66/632,0.9999999999999536,regulatoryFeature
Promoter_Associated_Cell_type_specific,7/632,0.9999741432551138,regulatoryFeature
NonGene_Associated_Cell_type_specific,6/632,0.00019301012319431263,regulatoryFeature
NonGene_Associated,8/632,0.12957837634538508,regulatoryFeature
N_Shelf,42/632,0.9151217098901059,relativeIsland
N_Shore,150/632,0.019770868630076547,relativeIsland
S_Shelf,28/632,0.9984615525941255,relativeIsland
Island,135/632,1.0,relativeIsland
S_Shore,54/632,0.9999999828096839,relativeIsland
True,116/632,8.088155873748997e-06,DHS
False,516/632,0.9999950693645279,DHS
True,180/632,6.568852633728612e-06,Enhancer
False,452/632,0.9999956811005198,Enhancer
