index,count,pval,context
Body,574/1707,1.69139637273986e-10,relativeGene
TSS1500,276/1707,4.165455173601324e-10,relativeGene
3'UTR,69/1707,0.005813648702858837,relativeGene
5'UTR,161/1707,8.204608438350879e-18,relativeGene
1stExon,63/1707,7.875956420506056e-06,relativeGene
TSS200,72/1707,0.9999999999999917,relativeGene
Gene_Associated_Cell_type_specific,13/1707,0.957015246168204,regulatoryFeature
Unclassified_Cell_type_specific,213/1707,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,42/1707,0.9969800942853323,regulatoryFeature
Promoter_Associated,135/1707,1.0,regulatoryFeature
Unclassified,110/1707,1.0,regulatoryFeature
NonGene_Associated,3/1707,0.9998602619327317,regulatoryFeature
NonGene_Associated_Cell_type_specific,1/1707,0.8914402375221143,regulatoryFeature
Gene_Associated,7/1707,0.9739240538596426,regulatoryFeature
Island,272/1707,1.0,relativeIsland
N_Shore,292/1707,0.9996632983514715,relativeIsland
S_Shelf,89/1707,0.9996419117195777,relativeIsland
S_Shore,187/1707,0.9999999982148268,relativeIsland
N_Shelf,98/1707,0.9998902214995642,relativeIsland
True,231/1707,0.0690965566718096,DHS
False,1476/1707,0.9399520210954706,DHS
True,511/1707,4.859866411927602e-18,Enhancer
False,1196/1707,1.0,Enhancer
