index,count,pval,context
Body,148/541,0.38618772749035957,relativeGene
1stExon,18/541,0.030983886992292528,relativeGene
TSS1500,69/541,0.14163425629463935,relativeGene
TSS200,31/541,0.9980434523259903,relativeGene
5'UTR,42/541,0.0006347128738162124,relativeGene
3'UTR,14/541,0.7203459236630365,relativeGene
Unclassified_Cell_type_specific,45/541,1.0,regulatoryFeature
Unclassified,25/541,1.0,regulatoryFeature
Promoter_Associated,34/541,1.0,regulatoryFeature
NonGene_Associated,1/541,0.986192539604174,regulatoryFeature
Promoter_Associated_Cell_type_specific,6/541,0.9999148854226124,regulatoryFeature
Gene_Associated_Cell_type_specific,1/541,0.9981451206003907,regulatoryFeature
S_Shelf,21/541,0.9995746018389431,relativeIsland
Island,95/541,1.0,relativeIsland
N_Shore,96/541,0.9402263111183261,relativeIsland
N_Shelf,26/541,0.9987958910219991,relativeIsland
S_Shore,63/541,0.9979394289072878,relativeIsland
True,79/541,0.0627882892214226,DHS
False,462/541,0.9511823887602388,DHS
True,128/541,0.07965696603569604,Enhancer
False,413/541,0.9344695563716131,Enhancer
