index,count,pval,context
5'UTR,41/579,0.00388311808646252,relativeGene
Body,177/579,0.021551583849683163,relativeGene
TSS1500,61/579,0.714149672663263,relativeGene
TSS200,38/579,0.9858036629653139,relativeGene
1stExon,18/579,0.05320839156937065,relativeGene
3'UTR,14/579,0.8037772539767787,relativeGene
Unclassified_Cell_type_specific,59/579,0.9999999999998702,regulatoryFeature
Unclassified,25/579,1.0,regulatoryFeature
Promoter_Associated,42/579,1.0,regulatoryFeature
NonGene_Associated_Cell_type_specific,1/579,0.5279406388195188,regulatoryFeature
Promoter_Associated_Cell_type_specific,8/579,0.9996408334418774,regulatoryFeature
S_Shelf,18/579,0.9999931395283839,relativeIsland
Island,106/579,1.0,relativeIsland
S_Shore,75/579,0.979266314835473,relativeIsland
N_Shore,113/579,0.6994254597881202,relativeIsland
N_Shelf,20/579,0.9999979666978646,relativeIsland
True,73/579,0.43448817850176447,DHS
False,506/579,0.6143217892395807,DHS
True,151/579,0.0023075635048829153,Enhancer
False,428/579,0.9983032409122319,Enhancer
