index,count,pval,context
Body,509/1535,1.385249153898601e-08,relativeGene
3'UTR,42/1535,0.7009174155820443,relativeGene
TSS1500,265/1535,1.0158082449571868e-12,relativeGene
1stExon,50/1535,0.001048987378698122,relativeGene
5'UTR,139/1535,3.07528531607574e-14,relativeGene
TSS200,64/1535,0.9999999999999096,relativeGene
Promoter_Associated_Cell_type_specific,27/1535,0.9999937831460629,regulatoryFeature
Unclassified_Cell_type_specific,181/1535,1.0,regulatoryFeature
Gene_Associated,5/1535,0.9905554931147633,regulatoryFeature
Unclassified,110/1535,1.0,regulatoryFeature
Promoter_Associated,128/1535,1.0,regulatoryFeature
Gene_Associated_Cell_type_specific,9/1535,0.9921382577907589,regulatoryFeature
NonGene_Associated,1/1535,0.9999949032805538,regulatoryFeature
S_Shore,211/1535,0.9914405465482511,relativeIsland
S_Shelf,68/1535,0.999997436845075,relativeIsland
N_Shore,266/1535,0.9986465439132084,relativeIsland
N_Shelf,65/1535,0.9999999991679538,relativeIsland
Island,279/1535,1.0,relativeIsland
True,220/1535,0.010028134548217748,DHS
False,1315/1535,0.991797720445584,DHS
True,427/1535,2.2505244887437613e-10,Enhancer
False,1108/1535,0.999999999845611,Enhancer
