index,count,pval,context
Body,48/179,0.5178138607599206,relativeGene
TSS1500,45/179,1.4765478968247335e-07,relativeGene
1stExon,8/179,0.03116652227197008,relativeGene
5'UTR,13/179,0.0658178397829909,relativeGene
3'UTR,17/179,2.493727672321691e-05,relativeGene
TSS200,11/179,0.9345440556126074,relativeGene
Unclassified_Cell_type_specific,18/179,0.999985258499144,regulatoryFeature
Promoter_Associated,15/179,1.0,regulatoryFeature
Unclassified,7/179,0.9999999975939182,regulatoryFeature
Promoter_Associated_Cell_type_specific,1/179,0.9985987375964842,regulatoryFeature
N_Shelf,23/179,0.017198996453000222,relativeIsland
N_Shore,27/179,0.970233796340797,relativeIsland
S_Shelf,15/179,0.3102399880979592,relativeIsland
Island,39/179,0.9999999999999634,relativeIsland
S_Shore,39/179,0.02327413483399275,relativeIsland
True,29/179,0.07494748213086719,DHS
False,150/179,0.950536945115,DHS
True,17/179,0.999989196432487,Enhancer
False,162/179,2.873479818622456e-05,Enhancer
