index,count,pval,context
Body,605/1802,7.448713821604225e-11,relativeGene
TSS200,82/1802,0.9999999999998186,relativeGene
3'UTR,61/1802,0.1453581528982172,relativeGene
TSS1500,287/1802,9.005397883994691e-10,relativeGene
1stExon,62/1802,6.88753809509849e-05,relativeGene
5'UTR,142/1802,3.4111264251102255e-10,relativeGene
Promoter_Associated,119/1802,1.0,regulatoryFeature
Gene_Associated_Cell_type_specific,24/1802,0.2669196287786743,regulatoryFeature
Unclassified_Cell_type_specific,234/1802,1.0,regulatoryFeature
Gene_Associated,11/1802,0.8020416422727434,regulatoryFeature
Unclassified,118/1802,1.0,regulatoryFeature
NonGene_Associated,5/1802,0.9985332187641378,regulatoryFeature
Promoter_Associated_Cell_type_specific,29/1802,0.9999998787544669,regulatoryFeature
Island,315/1802,1.0,relativeIsland
S_Shore,202/1802,0.9999999951741417,relativeIsland
S_Shelf,94/1802,0.9997396757000889,relativeIsland
N_Shore,270/1802,0.9999999979206267,relativeIsland
N_Shelf,106/1802,0.9998081904099962,relativeIsland
True,278/1802,5.480263494663035e-05,DHS
False,1524/1802,0.9999585126041797,DHS
True,536/1802,3.0360237337130096e-18,Enhancer
False,1266/1802,1.0,Enhancer
