index,count,pval,context
Body,130/294,8.417401517957286e-11,relativeGene
3'UTR,12/294,0.15995245620510024,relativeGene
5'UTR,22/294,0.016112447711219245,relativeGene
TSS1500,31/294,0.6672713192956622,relativeGene
TSS200,13/294,0.999048851130105,relativeGene
1stExon,1/294,0.9976424633639311,relativeGene
Promoter_Associated,21/294,1.0,regulatoryFeature
Unclassified_Cell_type_specific,22/294,0.9999999999870701,regulatoryFeature
Gene_Associated,3/294,0.38460370612850237,regulatoryFeature
Unclassified,7/294,1.0,regulatoryFeature
Promoter_Associated_Cell_type_specific,3/294,0.9985170745738375,regulatoryFeature
Gene_Associated_Cell_type_specific,2/294,0.8541752067058554,regulatoryFeature
S_Shore,30/294,0.9981146469449828,relativeIsland
S_Shelf,22/294,0.4589803184195645,relativeIsland
N_Shore,35/294,0.9999488569258137,relativeIsland
Island,15/294,1.0,relativeIsland
N_Shelf,27/294,0.2608966009149832,relativeIsland
True,32/294,0.7967978342598077,DHS
False,262/294,0.2589893754023469,DHS
True,120/294,1.556556333597672e-14,Enhancer
False,174/294,0.9999999999999942,Enhancer
