index,count,pval,context
1stExon,1/83,0.8186877113904907,relativeGene
TSS1500,15/83,0.04173443375178942,relativeGene
Body,25/83,0.27855203370168796,relativeGene
TSS200,4/83,0.9471808706292779,relativeGene
3'UTR,5/83,0.09766954732587127,relativeGene
5'UTR,12/83,0.00036925484715382106,relativeGene
Unclassified,6/83,0.998489656815083,regulatoryFeature
Promoter_Associated,10/83,0.9999999999999999,regulatoryFeature
Gene_Associated_Cell_type_specific,4/83,0.015823786042930756,regulatoryFeature
Unclassified_Cell_type_specific,9/83,0.996555398111284,regulatoryFeature
Island,28/83,0.9977386788605344,relativeIsland
N_Shore,18/83,0.4206764573587716,relativeIsland
S_Shelf,5/83,0.7224014069356115,relativeIsland
N_Shelf,7/83,0.5033352776266157,relativeIsland
S_Shore,7/83,0.9843144872947308,relativeIsland
True,13/83,0.21808735733887283,DHS
False,70/83,0.8621056631762826,DHS
True,17/83,0.5965285583841616,Enhancer
False,66/83,0.5104487228179955,Enhancer
